label,label_id,precision,recall,f1_score,support,model_key,model_id,model_family,condition,seed
رفض السحب النقدي,54,0.8181818181818182,0.1914893617021276,0.3103448275862069,47.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
رمز التعريف الشخصي محظور,55,0.4736842105263157,0.45,0.4615384615384615,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
سعر الصرف,56,0.4626865671641791,0.775,0.5794392523364486,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
سعر الصرف الخاطئ للدفع بالبطاقة,57,0.6590909090909091,0.5178571428571429,0.58,56.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
سعر صرف خاطئ للسحب النقدي,58,0.5333333333333333,0.3809523809523809,0.4444444444444444,42.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
طلب استرداد,59,0.5263157894736842,0.25,0.3389830508474576,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
طلب بطاقة فعلية,60,0.3333333333333333,0.5178571428571429,0.4055944055944055,56.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
عادت تعبئة الرصيد,61,0.4,0.1428571428571428,0.2105263157894736,42.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
عدم التلامس لا يعمل,62,0.8333333333333334,0.7446808510638298,0.7865168539325843,47.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
غير قادر على التحقق من الهوية,63,0.5238095238095238,0.5365853658536586,0.5301204819277109,41.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
فشل التحويل,64,0.4126984126984127,0.4561403508771929,0.4333333333333333,57.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
فشل التعبئة,65,0.5,0.3541666666666667,0.4146341463414634,48.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
في انتظار التعبئة,66,0.3557692307692308,0.5692307692307692,0.4378698224852071,65.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
في انتظار السحب النقدي,67,0.6041666666666666,0.4142857142857143,0.4915254237288136,70.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
فيزا أو ماستر كارد,68,0.8604651162790697,0.902439024390244,0.8809523809523809,41.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
قبول البطاقة,69,0.5476190476190477,0.575,0.5609756097560976,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
لم يتم تحديث الرصيد بعد التحويل المصرفي,70,0.4,0.375,0.3870967741935484,48.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي,71,0.7058823529411765,0.3,0.4210526315789473,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
لم يستلم المستلم التحويل,72,0.3484848484848485,0.5,0.4107142857142857,46.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
لماذا التحقق من الهوية,73,0.3181818181818182,0.6829268292682927,0.4341085271317829,41.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
نسيان رمز المرور,74,0.8292682926829268,0.85,0.8395061728395061,40.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
نقل إلى الحساب,75,0.6296296296296297,0.576271186440678,0.6017699115044248,59.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
وصول البطاقة,76,0.3235294117647059,0.5365853658536586,0.4036697247706422,41.0,SVM,TFIDF_LinearSVC,TF-IDF + LinearSVC,baseline,
آبل باي أو جوجل باي,0,0.6458333333333334,0.7380952380952381,0.6888888888888889,42.0,TextCNN,TextCNN,TextCNN,baseline,42
إرجاع الدفع بالبطاقة؟,1,0.5769230769230769,0.3260869565217391,0.4166666666666667,46.0,TextCNN,TextCNN,TextCNN,baseline,42
إعادة الشحن عن طريق رسوم التحويل المصرفي,2,0.2702702702702703,0.5660377358490566,0.3658536585365853,53.0,TextCNN,TextCNN,TextCNN,baseline,42
إلغاء التحويل,3,0.5,0.05,0.0909090909090909,40.0,TextCNN,TextCNN,TextCNN,baseline,42
ابتلاع البطاقة,4,0.8,0.1,0.1777777777777777,40.0,TextCNN,TextCNN,TextCNN,baseline,42
استرداد الأموال غير مرئي,5,0.5555555555555556,0.25,0.3448275862068966,40.0,TextCNN,TextCNN,TextCNN,baseline,42
البطاقات والعملات المدعومة,6,0.53125,0.3953488372093023,0.4533333333333333,43.0,TextCNN,TextCNN,TextCNN,baseline,42
البطاقة الافتراضية لا تعمل,7,1.0,0.0681818181818181,0.1276595744680851,44.0,TextCNN,TextCNN,TextCNN,baseline,42
البطاقة المفقودة أو المسروقة,8,0.4,0.0377358490566037,0.0689655172413793,53.0,TextCNN,TextCNN,TextCNN,baseline,42
البطاقة لا تعمل,9,0.375,0.15,0.2142857142857142,40.0,TextCNN,TextCNN,TextCNN,baseline,42
التحقق من مصدر الأموال,10,0.8888888888888888,0.5,0.64,48.0,TextCNN,TextCNN,TextCNN,baseline,42
التعبئة عن طريق البطاقة,11,0.4285714285714285,0.125,0.1935483870967742,48.0,TextCNN,TextCNN,TextCNN,baseline,42
التعبئة عن طريق شحن البطاقة,12,0.8571428571428571,0.4285714285714285,0.5714285714285714,42.0,TextCNN,TextCNN,TextCNN,baseline,42
الحصول على بطاقة احتياطية,13,0.4523809523809524,0.475,0.4634146341463415,40.0,TextCNN,TextCNN,TextCNN,baseline,42
الحصول على بطاقة افتراضية,14,0.6363636363636364,0.4565217391304347,0.5316455696202531,46.0,TextCNN,TextCNN,TextCNN,baseline,42
الحصول على بطاقة افتراضية يمكن التخلص منها,15,0.4705882352941176,0.1481481481481481,0.2253521126760563,54.0,TextCNN,TextCNN,TextCNN,baseline,42
الحصول على بطاقة فعلية,16,1.0,0.05,0.0952380952380952,40.0,TextCNN,TextCNN,TextCNN,baseline,42
الدفع المباشر للدين غير معروف,17,0.4081632653061224,0.392156862745098,0.4,51.0,TextCNN,TextCNN,TextCNN,baseline,42
الدفع بالبطاقة المعلق,18,0.4814814814814814,0.2452830188679245,0.325,53.0,TextCNN,TextCNN,TextCNN,baseline,42
الدفع بالبطاقة غير معترف به,19,0.4,0.1,0.16,40.0,TextCNN,TextCNN,TextCNN,baseline,42
السحب النقدي غير معترف به,20,0.0764331210191082,0.5853658536585366,0.1352112676056338,41.0,TextCNN,TextCNN,TextCNN,baseline,42
الصرف عبر التطبيق,21,0.6666666666666666,0.15,0.2448979591836734,40.0,TextCNN,TextCNN,TextCNN,baseline,42
المستفيد غير مسموح به,22,0.631578947368421,0.2352941176470588,0.3428571428571428,51.0,TextCNN,TextCNN,TextCNN,baseline,42
الهاتف المفقود أو المسروق,23,1.0,0.073170731707317,0.1363636363636363,41.0,TextCNN,TextCNN,TextCNN,baseline,42
انتظار التحويل,24,0.0795180722891566,0.7857142857142857,0.1444201312910284,42.0,TextCNN,TextCNN,TextCNN,baseline,42
انهاء حساب,25,0.7083333333333334,0.5074626865671642,0.591304347826087,67.0,TextCNN,TextCNN,TextCNN,baseline,42
بطاقة على وشك الانتهاء,26,0.9333333333333332,0.3333333333333333,0.4912280701754385,42.0,TextCNN,TextCNN,TextCNN,baseline,42
بطاقة مخترقة,27,0.3,0.3,0.3,40.0,TextCNN,TextCNN,TextCNN,baseline,42
تحرير التفاصيل الشخصية,28,0.5714285714285714,0.8,0.6666666666666666,45.0,TextCNN,TextCNN,TextCNN,baseline,42
تحصيل رسوم التحويل,29,0.5714285714285714,0.2,0.2962962962962963,40.0,TextCNN,TextCNN,TextCNN,baseline,42
تحقق من تعبئة الرصيد,30,1.0,0.4090909090909091,0.5806451612903226,44.0,TextCNN,TextCNN,TextCNN,baseline,42
تحقق من هويتي,31,0.5714285714285714,0.1,0.1702127659574468,40.0,TextCNN,TextCNN,TextCNN,baseline,42
تعبئة الرصيد نقدًا أو بشيك,32,0.2153846153846154,0.4516129032258064,0.2916666666666667,62.0,TextCNN,TextCNN,TextCNN,baseline,42
تعبئة تلقائية,33,0.7083333333333334,0.5573770491803278,0.6238532110091743,61.0,TextCNN,TextCNN,TextCNN,baseline,42
تغيير رمز التعريف الشخصي,34,0.6153846153846154,0.32,0.4210526315789473,50.0,TextCNN,TextCNN,TextCNN,baseline,42
تفعيل بطاقتي,35,0.8333333333333334,0.1136363636363636,0.2,44.0,TextCNN,TextCNN,TextCNN,baseline,42
تقدير تسليم البطاقة,36,0.1612903225806451,0.238095238095238,0.1923076923076923,42.0,TextCNN,TextCNN,TextCNN,baseline,42
تلقي الأموال,37,0.9,0.5094339622641509,0.6506024096385542,53.0,TextCNN,TextCNN,TextCNN,baseline,42
تلقي مبلغ خاطئ من النقد,38,0.7307692307692307,0.3653846153846153,0.4871794871794871,52.0,TextCNN,TextCNN,TextCNN,baseline,42
تم التحصيل مرتين,39,0.8,0.8301886792452831,0.8148148148148148,53.0,TextCNN,TextCNN,TextCNN,baseline,42
تم تحصيل رسوم الدفع بالبطاقة,40,0.7777777777777778,0.2258064516129032,0.35,62.0,TextCNN,TextCNN,TextCNN,baseline,42
تم رفض الدفع بالبطاقة,41,0.2857142857142857,0.05,0.0851063829787234,40.0,TextCNN,TextCNN,TextCNN,baseline,42
توقيت التحويل,42,0.4571428571428571,0.4,0.4266666666666667,40.0,TextCNN,TextCNN,TextCNN,baseline,42
حد السن,43,0.5522388059701493,0.8222222222222222,0.6607142857142857,45.0,TextCNN,TextCNN,TextCNN,baseline,42
حدود البطاقة التي يمكن التخلص منها,44,0.7368421052631579,0.2916666666666667,0.417910447761194,48.0,TextCNN,TextCNN,TextCNN,baseline,42
حدود التعبئة,45,0.8,0.3018867924528302,0.4383561643835616,53.0,TextCNN,TextCNN,TextCNN,baseline,42
دعم أجهزة الصراف الآلي,46,0.6666666666666666,0.0975609756097561,0.1702127659574468,41.0,TextCNN,TextCNN,TextCNN,baseline,42
دعم البلد,47,0.8333333333333334,0.375,0.5172413793103449,40.0,TextCNN,TextCNN,TextCNN,baseline,42
دعم العملات الورقية,48,0.7368421052631579,0.3111111111111111,0.4375,45.0,TextCNN,TextCNN,TextCNN,baseline,42
ربط البطاقة,49,0.45,0.1666666666666666,0.2432432432432432,54.0,TextCNN,TextCNN,TextCNN,baseline,42
رسوم إضافية على كشف الحساب,50,0.3333333333333333,0.225,0.2686567164179104,40.0,TextCNN,TextCNN,TextCNN,baseline,42
رسوم السحب النقدي,51,0.4473684210526316,0.3953488372093023,0.419753086419753,43.0,TextCNN,TextCNN,TextCNN,baseline,42
رسوم الصرف,52,0.6296296296296297,0.3863636363636363,0.4788732394366197,44.0,TextCNN,TextCNN,TextCNN,baseline,42
رفض التحويل,53,0.1758241758241758,0.3555555555555555,0.2352941176470588,45.0,TextCNN,TextCNN,TextCNN,baseline,42
رفض السحب النقدي,54,0.1290322580645161,0.3404255319148936,0.1871345029239766,47.0,TextCNN,TextCNN,TextCNN,baseline,42
رمز التعريف الشخصي محظور,55,0.303030303030303,0.25,0.273972602739726,40.0,TextCNN,TextCNN,TextCNN,baseline,42
سعر الصرف,56,0.5862068965517241,0.85,0.6938775510204082,40.0,TextCNN,TextCNN,TextCNN,baseline,42
سعر الصرف الخاطئ للدفع بالبطاقة,57,0.75,0.1071428571428571,0.1875,56.0,TextCNN,TextCNN,TextCNN,baseline,42
سعر صرف خاطئ للسحب النقدي,58,0.3125,0.4761904761904761,0.3773584905660377,42.0,TextCNN,TextCNN,TextCNN,baseline,42
طلب استرداد,59,0.1,0.2,0.1333333333333333,40.0,TextCNN,TextCNN,TextCNN,baseline,42
طلب بطاقة فعلية,60,0.4339622641509434,0.4107142857142857,0.4220183486238532,56.0,TextCNN,TextCNN,TextCNN,baseline,42
عادت تعبئة الرصيد,61,0.2258064516129032,0.1666666666666666,0.1917808219178082,42.0,TextCNN,TextCNN,TextCNN,baseline,42
عدم التلامس لا يعمل,62,1.0,0.2127659574468085,0.3508771929824561,47.0,TextCNN,TextCNN,TextCNN,baseline,42
غير قادر على التحقق من الهوية,63,0.4444444444444444,0.4878048780487805,0.4651162790697674,41.0,TextCNN,TextCNN,TextCNN,baseline,42
فشل التحويل,64,0.3333333333333333,0.3508771929824561,0.3418803418803419,57.0,TextCNN,TextCNN,TextCNN,baseline,42
فشل التعبئة,65,0.4,0.0833333333333333,0.1379310344827586,48.0,TextCNN,TextCNN,TextCNN,baseline,42
في انتظار التعبئة,66,0.1776061776061776,0.7076923076923077,0.2839506172839506,65.0,TextCNN,TextCNN,TextCNN,baseline,42
في انتظار السحب النقدي,67,0.2298850574712643,0.5714285714285714,0.3278688524590163,70.0,TextCNN,TextCNN,TextCNN,baseline,42
فيزا أو ماستر كارد,68,0.6379310344827587,0.902439024390244,0.7474747474747475,41.0,TextCNN,TextCNN,TextCNN,baseline,42
قبول البطاقة,69,1.0,0.15,0.2608695652173913,40.0,TextCNN,TextCNN,TextCNN,baseline,42
لم يتم تحديث الرصيد بعد التحويل المصرفي,70,0.3125,0.1041666666666666,0.15625,48.0,TextCNN,TextCNN,TextCNN,baseline,42
لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي,71,0.34375,0.275,0.3055555555555556,40.0,TextCNN,TextCNN,TextCNN,baseline,42
لم يستلم المستلم التحويل,72,0.3076923076923077,0.0869565217391304,0.135593220338983,46.0,TextCNN,TextCNN,TextCNN,baseline,42
لماذا التحقق من الهوية,73,0.5,0.6829268292682927,0.5773195876288659,41.0,TextCNN,TextCNN,TextCNN,baseline,42
نسيان رمز المرور,74,0.925925925925926,0.625,0.746268656716418,40.0,TextCNN,TextCNN,TextCNN,baseline,42
نقل إلى الحساب,75,0.4210526315789473,0.2711864406779661,0.3298969072164948,59.0,TextCNN,TextCNN,TextCNN,baseline,42
وصول البطاقة,76,0.2545454545454545,0.3414634146341463,0.2916666666666667,41.0,TextCNN,TextCNN,TextCNN,baseline,42
آبل باي أو جوجل باي,0,0.8837209302325582,0.9047619047619048,0.8941176470588236,42.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
إرجاع الدفع بالبطاقة؟,1,0.6590909090909091,0.6304347826086957,0.6444444444444445,46.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
إعادة الشحن عن طريق رسوم التحويل المصرفي,2,0.78,0.7358490566037735,0.7572815533980582,53.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
إلغاء التحويل,3,0.8571428571428571,0.9,0.8780487804878049,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
ابتلاع البطاقة,4,0.8285714285714286,0.725,0.7733333333333333,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
استرداد الأموال غير مرئي,5,0.8235294117647058,0.7,0.7567567567567568,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
البطاقات والعملات المدعومة,6,0.8529411764705882,0.6744186046511628,0.7532467532467533,43.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
البطاقة الافتراضية لا تعمل,7,0.8076923076923077,0.4772727272727273,0.6,44.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
البطاقة المفقودة أو المسروقة,8,0.8461538461538461,0.6226415094339622,0.717391304347826,53.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
البطاقة لا تعمل,9,0.603448275862069,0.875,0.7142857142857143,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
التحقق من مصدر الأموال,10,0.8,0.9166666666666666,0.8543689320388349,48.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
التعبئة عن طريق البطاقة,11,0.3823529411764705,0.5416666666666666,0.4482758620689655,48.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
التعبئة عن طريق شحن البطاقة,12,0.8461538461538461,0.7857142857142857,0.8148148148148148,42.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الحصول على بطاقة احتياطية,13,0.725,0.725,0.725,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الحصول على بطاقة افتراضية,14,0.5238095238095238,0.717391304347826,0.6055045871559633,46.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الحصول على بطاقة افتراضية يمكن التخلص منها,15,0.5789473684210527,0.2037037037037037,0.3013698630136986,54.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الحصول على بطاقة فعلية,16,0.8205128205128205,0.8,0.810126582278481,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الدفع المباشر للدين غير معروف,17,0.673469387755102,0.6470588235294118,0.66,51.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الدفع بالبطاقة المعلق,18,0.7441860465116279,0.6037735849056604,0.6666666666666666,53.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الدفع بالبطاقة غير معترف به,19,0.6129032258064516,0.475,0.5352112676056338,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
السحب النقدي غير معترف به,20,0.6415094339622641,0.8292682926829268,0.723404255319149,41.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الصرف عبر التطبيق,21,0.8421052631578947,0.8,0.8205128205128205,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
المستفيد غير مسموح به,22,0.6,0.7647058823529411,0.6724137931034483,51.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
الهاتف المفقود أو المسروق,23,0.8222222222222222,0.902439024390244,0.8604651162790697,41.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
انتظار التحويل,24,0.5428571428571428,0.4523809523809524,0.4935064935064935,42.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
انهاء حساب,25,0.925925925925926,0.746268656716418,0.8264462809917356,67.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
بطاقة على وشك الانتهاء,26,0.8409090909090909,0.8809523809523809,0.8604651162790697,42.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
بطاقة مخترقة,27,0.7058823529411765,0.6,0.6486486486486487,40.0,AraBERT_E0_seed_42,AraBERT_E0_seed_42,AraBERTv2-base,E0,42
